road_id,tender_id,cons_month,cons_year,comp_month,comp_year,est_cost,act_cost,tender_details,tender_remarks
23,118,12,2011,2,2012,771806,771806,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
15,119,5,1998,8,1998,566286,566286,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
42,120,6,2019,9,2019,549705,806410,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
28,121,7,1998,5,1999,730261,730261,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
0,122,3,1998,4,1998,638653,693643,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
19,123,11,2011,9,2012,208200,208200,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
24,124,2,2010,0,2011,240742,388134,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
29,125,6,2019,4,2020,536664,650846,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
6,126,11,2019,6,2020,438989,438989,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
12,127,8,1999,3,2000,751432,751432,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
35,128,9,2012,1,2013,863496,863496,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
42,129,2,2010,7,2010,790743,1056541,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
19,130,3,2010,6,2010,422394,422394,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
0,131,3,1998,1,1999,133792,133792,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
44,132,2,2012,0,2013,660150,660150,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
44,133,10,1998,2,1999,986237,986237,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
17,134,3,1998,8,1998,871087,871087,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
28,135,12,2010,7,2011,163339,259969,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
45,136,2,2010,9,2010,111671,111671,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
42,137,1,1999,2,1999,510579,510579,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
43,138,6,2012,0,2013,76820,109541,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
41,139,1,1999,12,1999,521243,649623,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
13,140,8,2010,9,2010,924144,924144,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
14,141,5,2019,10,2019,739626,1016734,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
6,142,12,1999,4,2000,208945,252669,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
4,143,12,1999,7,2000,616439,616439,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
20,144,2,1998,9,1998,554294,843763,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
12,145,3,1998,11,1998,987951,1427536,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
15,146,9,2019,12,2019,912405,912405,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
7,147,11,1999,3,2000,971196,971196,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
14,148,11,2011,5,2012,70545,70545,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
10,149,3,2010,10,2010,594888,732824,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
27,150,5,2010,8,2010,946358,946358,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
8,151,12,1998,0,1999,267706,267706,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
31,152,8,2011,9,2011,440336,440336,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
45,153,6,2010,0,2011,127201,209513,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
41,154,5,1999,6,1999,318715,483821,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
31,155,5,1999,0,2000,741897,1137786,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
18,156,8,1998,11,1998,795507,795507,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
3,157,6,1999,0,2000,938653,938653,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
39,158,12,1998,7,1999,546082,829493,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
32,159,2,1998,10,1998,876476,876476,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
34,160,7,2010,8,2010,227990,227990,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
13,161,12,2011,0,2012,223407,223407,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
21,162,5,2010,10,2010,739870,955329,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
0,163,6,2011,4,2012,502513,572010,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
24,164,6,2010,11,2010,435841,435841,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
15,165,8,2012,9,2012,360654,407359,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
10,166,7,2019,5,2020,854615,854615,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
39,167,5,1998,10,1998,101552,150428,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
9,168,7,2011,2,2012,849693,987880,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
39,169,1,2012,8,2012,146414,156595,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
12,170,3,2012,6,2012,290554,290554,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
7,171,8,2019,2,2020,342748,342748,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
40,172,5,2012,8,2012,900196,900196,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
32,173,1,1999,12,1999,278656,373569,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
8,174,2,1998,5,1998,457296,457296,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
23,175,5,1999,12,1999,529166,852568,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
44,176,12,1999,2,2000,449141,449141,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
40,177,6,1999,7,1999,656269,656269,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
3,178,1,2010,4,2010,457999,457999,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
39,179,2,2011,7,2011,165497,165497,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
0,180,11,1998,1,1999,524281,861396,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
9,181,11,2010,9,2011,362102,362102,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
17,182,3,2010,8,2010,371053,371053,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
29,183,9,1998,10,1998,333103,333103,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
20,184,11,2011,12,2011,73808,73808,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
48,185,7,2011,8,2011,584782,855753,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
19,186,2,2011,5,2011,372729,520436,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
28,187,10,2012,4,2013,560398,560398,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
44,188,7,2019,12,2019,198280,305266,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
36,189,1,2012,8,2012,452468,452468,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
3,190,8,2012,3,2013,425912,678237,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
44,191,1,2019,8,2019,64912,83745,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
36,192,12,2010,0,2011,949882,949882,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
24,193,12,1999,2,2000,719763,785639,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
25,194,5,2010,0,2011,749910,749910,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
2,195,4,2011,12,2011,321812,409123,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
21,196,2,2011,0,2012,339675,377459,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
